id,council_ref,council_name,reference,description,address,postcode,status,app_type,date_received,date_validated,date_decided,lat,lng,portal_url,application_url,scraped_at
E60000071_TDLB6YJBKL600,E60000071,Leeds,"Consent agreement or approval required by conditions 3 (schedule of building fabric repair), 4 (mate",,121 Stonegate Road Meanwood Leeds LS6 4PQ,LS6 4PQ,,FU,,,,53.835573,-1.557235,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDLB6YJBKL600,2026-05-01T22:37:19.313513
E60000071_TDKUSVJBKHQ00,E60000071,Leeds,Two storey side extension and extension of front hardstanding.,,11 Glebe Field Garth Wetherby LS22 6WH,LS22 6WH,,,,,,53.933868,-1.398553,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKUSVJBKHQ00,2026-05-01T22:37:18.383846
E60000071_TDMQ0HJB0C000,E60000071,Leeds,"Replacement windows and doors to front, sides, and rear",,27 Leeds Road Otley LS21 3BD,LS21 3BD,,,,,,53.900849,-1.684827,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMQ0HJB0C000,2026-05-01T22:37:17.372583
E60000071_TDMJW8JBKOZ00,E60000071,Leeds,"Erection of one freestanding, internally illuminated digital advertisement",,Land At Lower Wortley Ring Road Leeds LS12 6AE,LS12 6AE,,,,,,53.780044,-1.592403,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMJW8JBKOZ00,2026-05-01T22:37:16.445189
E60000071_TDMULIJBKSS00,E60000071,Leeds,"Erection of 82 affordable dwellings, two new vehicular access points, associated open space and infr",,Former Site Of Hough Top Court Hough Top Swinnow Leeds,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMULIJBKSS00,2026-05-01T22:37:11.223606
E60000071_TDN5Q3JBKW500,E60000071,Leeds,Certificate of Proposed Lawful Development for installation of an air-conditioning unit to the front,,Signhealth 17-19 Brudenell Road Headingley Leeds LS6 1HA,LS6 1HA,,,,,,53.812708,-1.567089,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN5Q3JBKW500,2026-05-01T22:37:11.222841
E60000071_TDMP1IJBKRN00,E60000071,Leeds,Single storey extension to rear,,Greenlands 3 Manor Farm Court Guiseley Leeds LS20 9PH,LS20 9PH,,,,,,53.877154,-1.704824,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMP1IJBKRN00,2026-05-01T22:37:10.105297
E60000071_TDMJULJBKOU00,E60000071,Leeds,Development of a 60MW Battery Energy Storage System comprising battery skids with self-contained bat,,Storage Land Adjacent 4 Redcote Lane Burley Leeds LS4 2AL,LS4 2AL,,,,,,53.804068,-1.592018,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMJULJBKOU00,2026-05-01T22:37:08.970024
E60000071_TDMP1VJBKRQ00,E60000071,Leeds,Certificate of Proposed Lawful Development for a detached outbuilding to the side,,6 Mill Green Place Swarcliffe Leeds LS14 5JX,LS14 5JX,,,,,,53.819847,-1.453228,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMP1VJBKRQ00,2026-05-01T22:37:07.944955
E60000071_TDMJV8JBKOW00,E60000071,Leeds,Creation of a new agricultural access to serve arable land off Wakefield Road,,Agricultural Land Off Wakefield Road (A642) Wakefield Road Oulton Leeds,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMJV8JBKOW00,2026-05-01T22:37:06.923015
E60000071_TDMJXUJBKP300,E60000071,Leeds,Single storey front extension,,11 Kingsway Halton Leeds LS15 7BU,LS15 7BU,,,,,,53.798159,-1.453298,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMJXUJBKP300,2026-05-01T22:37:06.922263
E60000071_TDMK1KJBKP900,E60000071,Leeds,Single storey side and rear extension and timber cladding to front; demolition of existing rear exte,,14 Green View Meanwood Leeds LS6 4JY,LS6 4JY,,,,,,53.829579,-1.569832,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMK1KJBKP900,2026-05-01T22:37:05.925649
E60000071_TDN0VLJBKUV00,E60000071,Leeds,T1 Holly - Remove due to poor condition / limited life expectancy & replace with 1x Heavy Standard S,,4 Glendower Park Adel Leeds LS16 8HA,LS16 8HA,,,,,,53.844849,-1.57992,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN0VLJBKUV00,2026-05-01T22:37:05.824542
E60000071_TDN5PNJBKW300,E60000071,Leeds,"Consent, agreement or approval required by condition 10 (Archaeological Recording) of Planning Appli",,Thorpe Park Business Park 1200 Century Way Leeds LS15 8ZA,LS15 8ZA,,FU,,,,53.794805,-1.429857,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN5PNJBKW300,2026-05-01T22:37:05.723551
E60000071_TDN0W6JBKUX00,E60000071,Leeds,T2 Yew - Reduce the western section of canopy overhanging the subject property garden by up to 3m. C,,20 Glendower Park Adel Leeds LS16 8HA,LS16 8HA,,,,,,53.844849,-1.57992,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN0W6JBKUX00,2026-05-01T22:37:02.372998
E60000071_TDN0NSJB0C000,E60000071,Leeds,"Consent, agreement or approval required by condition 4 (Protection Trees/Hedges/Bushes) of Planning ",,The Gate House Ling Lane Scarcroft Leeds LS14 3HY,LS14 3HY,,FU,,,,53.865979,-1.460429,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN0NSJB0C000,2026-05-01T22:37:00.986820
E60000071_TDN0V2JBKUT00,E60000071,Leeds,"Red Maple, Sycamore: Fell.",,17 Cottage Road Headingley Leeds LS6 4DD,LS6 4DD,,,,,,53.827191,-1.580886,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN0V2JBKUT00,2026-05-01T22:37:00.055602
E60000071_TDN0UTJBKUQ00,E60000071,Leeds,Conversion and extension of detached garage to the rear,,58 Wood Grove Farnley Leeds LS12 5NN,LS12 5NN,,,,,,53.795387,-1.62881,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDN0UTJBKUQ00,2026-05-01T22:36:59.108766
E60000071_TDMK12JBKP700,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,14 Green View Meanwood Leeds LS6 4JY,LS6 4JY,,,,,,53.829579,-1.569832,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMK12JBKP700,2026-05-01T22:36:58.143952
E60000071_TDMUN5JBKSV00,E60000071,Leeds,"Loft conversion including dormer window, including french doors and balcony to the rear and roofligh",,27 Wadlands Rise Farsley Pudsey LS28 5JF,LS28 5JF,,,,,,53.814964,-1.675645,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDMUN5JBKSV00,2026-05-01T22:36:57.194724
E60000071_TDS4E1JBLGT00,E60000071,Leeds,Certificate of Proposed Lawful Development for a detached outbuilding to the rear,,43 Montagu Place Roundhay Leeds LS8 2RQ,LS8 2RQ,,,,,,53.822966,-1.500705,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS4E1JBLGT00,2026-05-01T22:36:56.069820
E60000071_TDS4CXJBLGM00,E60000071,Leeds,Demolition of rear extension; construction of single storey side and rear extension; roof alteration,,9 Manor Gardens Pool In Wharfedale Otley LS21 1NB,LS21 1NB,,,,,,53.903249,-1.631205,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS4CXJBLGM00,2026-05-01T22:36:55.042420
E60000071_TDS4C2JBLGI00,E60000071,Leeds,Certificate of Existing Lawful Development for a replacement roof.,,58 Troy Road Morley Leeds LS27 8JE,LS27 8JE,,,,,,53.748532,-1.598045,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS4C2JBLGI00,2026-05-01T22:36:54.941075
E60000071_TDS48YJBLGB00,E60000071,Leeds,Internally illuminated and non illuminated fascia signs,,Unit 17 The Springs Thorpe Park View Austhorpe Leeds LS15 8GH,LS15 8GH,,,,,,53.80026,-1.425744,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS48YJBLGB00,2026-05-01T22:36:53.939524
E60000071_TDS48WJBLGA00,E60000071,Leeds,"Fit out of existing unit for use as cafe, including addition of extraction plant and external seatin",,Unit 17 The Springs Thorpe Park View Austhorpe Leeds LS15 8GH,LS15 8GH,,,,,,53.80026,-1.425744,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS48WJBLGA00,2026-05-01T22:36:51.375432
E60000071_TDSKBZJBLKQ00,E60000071,Leeds,Alterations to four windows to the mark lane elevation at fourth floor level to replace the top row ,,Broad Gate The Headrow Leeds LS1 8EQ,LS1 8EQ,,,,,,53.799626,-1.544192,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSKBZJBLKQ00,2026-05-01T22:36:50.436814
E60000071_TDSKC7JBLKS00,E60000071,Leeds,T1 Conifer: Small previously reduced tree currently 6m to reduce in height to 4m T2 Beech: Small pre,,Bramston Apperley Lane Rawdon Leeds BD10 0PH,BD10 0PH,,,,,,53.846284,-1.698901,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSKC7JBLKS00,2026-05-01T22:36:49.454567
E60000071_TDS455JBLFZ00,E60000071,Leeds,T1 - Willow (within G1 group) Prune branches overhanging the applicants property back to the boundar,,Oakwood House 14 Oakwood Grange Lane Roundhay Leeds LS8 2PF,LS8 2PF,,,,,,53.824902,-1.497355,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS455JBLFZ00,2026-05-01T22:36:48.503578
E60000071_TDS49KJBLGE00,E60000071,Leeds,Certificate of Existing Lawful Development for Use of a stable block to the rear,,731 Whitehall Road Leeds LS12 6JL,LS12 6JL,,,,,,53.769707,-1.63421,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS49KJBLGE00,2026-05-01T22:36:47.567676
E60000071_TDS45OJBLG100,E60000071,Leeds,Dormer window to rear roof slope; rooflight to front roof slope; single storey side and rear extensi,,73 Broadgate Lane Horsforth Leeds LS18 5AB,LS18 5AB,,,,,,53.839202,-1.631082,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS45OJBLG100,2026-05-01T22:36:46.543209
E60000071_TDSF1DJB33M00,E60000071,Leeds,T1 Chestnut: To remove 3 lower limbs with cavities and well overgrown. Reasons. Potentially dangerou,,Lane End House Church Lane Adel Leeds LS16 8DE,LS16 8DE,,,,,,53.855552,-1.587232,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSF1DJB33M00,2026-05-01T22:36:45.560734
E60000071_TDSEOMJBLJI00,E60000071,Leeds,Addition of two dormer windows front; replacement of windows to ground floor with three double doors,,New Barn House Hall Mews Boston Spa Wetherby LS23 6DT,LS23 6DT,,,,,,53.902386,-1.34397,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSEOMJBLJI00,2026-05-01T22:36:44.633091
E60000071_TDSKBQJBLKO00,E60000071,Leeds,Certificate of Existing Lawful Development for Use as a house in multiple occupation.,,7 Newport Road Headingley Leeds LS6 3BZ,LS6 3BZ,,,,,,53.81379,-1.578255,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSKBQJBLKO00,2026-05-01T22:36:43.678801
E60000071_TDSEMQJBLJD00,E60000071,Leeds,"Consent, agreement or approval required by conditions 3 (Render), 5 (Boundaries), 6 (Window/Door Mat",,17 Fulneck Pudsey LS28 8NT,LS28 8NT,,FU,,,,53.78414,-1.664272,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSEMQJBLJD00,2026-05-01T22:36:42.678961
E60000071_TDS4F0JBLGX00,E60000071,Leeds,"Consent, agreement or approval required by condition 4 (Window and Door Details) of Planning Applica",,Woodlands View Farm 37 Westroyd Crescent Pudsey LS28 8JF,LS28 8JF,,FU,,,,53.788428,-1.67767,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS4F0JBLGX00,2026-05-01T22:36:39.273766
E60000071_TDSPS4JBLLU00,E60000071,Leeds,Change of use of first floor to cafe and bar (sui generis) in line with previous approval 25/06627/F,,194B - 194C New Road Side Horsforth Leeds LS18 4DP,LS18 4DP,,FU,,,,53.832821,-1.646379,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDSPS4JBLLU00,2026-05-01T22:36:38.268128
E60000071_TDS47DJBLG800,E60000071,Leeds,Change of Use from industrial / warehouse / storage use to an indoor cheerleading / sport / fitness ,,Royds Farm Road Holbeck Leeds LS12 6DX,LS12 6DX,,,,,,53.773544,-1.586882,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDS47DJBLG800,2026-05-01T22:36:37.312119
E60000071_TDTZBHJBGUR00,E60000071,Leeds,"Consent, agreement or approval required by condition 3 (Window Vinyls) of Planning Application 26/00",,121 - 129 Briggate Leeds LS1 6LX,LS1 6LX,,FU,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZBHJBGUR00,2026-05-01T22:36:36.320688
E60000071_TDTYOHJBGUA00,E60000071,Leeds,"Refurbishment of the ground floor and facade, including changes to the entrance, ground floor reconf",,Westgate House 100 Wellington Street Leeds LS1 4LT,LS1 4LT,,,,,,53.797028,-1.556001,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTYOHJBGUA00,2026-05-01T22:36:36.219283
E60000071_TDU9VBJBHAH00,E60000071,Leeds,"Consent, agreement or approval required by conditions 5 (Decorative Dry Store Ceiling Details) and 1",,Morley Town Hall Queen Street Morley Leeds LS27 9DY,LS27 9DY,,LI,,,,53.745778,-1.602135,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDU9VBJBHAH00,2026-05-01T22:36:35.274098
E60000071_TDU9TUJBHAD00,E60000071,Leeds,Variation of condition 2 (Approved Plans) to previously approved Planning Application 26/00853/FU (P,,46 Alderton Bank Moortown Leeds LS17 5LG,LS17 5LG,,,,,,53.844814,-1.562397,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDU9TUJBHAD00,2026-05-01T22:36:34.327881
E60000071_TDU9EWJB0C000,E60000071,Leeds,Partial demolition of existing side extension; construction of single-storey extension to side and r,,15 Stone Brig Lane Rothwell Leeds LS26 0UD,LS26 0UD,,,,,,53.747208,-1.486226,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDU9EWJB0C000,2026-05-01T22:36:33.335635
E60000071_TDTZG1JBGV300,E60000071,Leeds,Certificate of Existing Lawful Development for Use as a house in multiple occupation,,25 Richmond Avenue Headingley Leeds LS6 1BZ,LS6 1BZ,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZG1JBGV300,2026-05-01T22:36:32.305417
E60000071_TDULNDJB33M00,E60000071,Leeds,Permission is request to reduce the height of the Cypress trees(Mostly Leyland) from approx. 4 metre,,Arbour House Oak Ridge Wetherby LS22 6GT,LS22 6GT,,,,,,53.930094,-1.400481,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDULNDJB33M00,2026-05-01T22:36:26.405844
E60000071_TDTZF4JBGV100,E60000071,Leeds,Certificate of Existing Lawful Development for Use as a house in multiple occupation,,25 Manor Terrace Headingley Leeds LS6 1BU,LS6 1BU,,,,,,53.816888,-1.572437,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZF4JBGV100,2026-05-01T22:36:22.907024
E60000071_TDTZEBJBGUZ00,E60000071,Leeds,T1 Holly: Remove to ground level. The Holly is growing in the corner of the front garden. The applic,,6 Hawksworth Lane Guiseley Leeds LS20 8HA,LS20 8HA,,,,,,53.868118,-1.726359,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZEBJBGUZ00,2026-05-01T22:36:21.988483
E60000071_TBMJT0JBIV400,E60000071,Leeds,T1- Common Cherry - 3 metre canopy reduction N S E W T2- Purple Plum - 2 metre canopy reduction N S ,,31 Penlands Crescent Colton Leeds LS15 9DQ,LS15 9DQ,,,,,,53.794989,-1.442135,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TBMJT0JBIV400,2026-05-01T22:36:21.046742
E60000071_TDUKFMJBHCP00,E60000071,Leeds,"Consent, agreement or approval required by condition 41 (Extract Ventilation) of Planning Applicatio",,Land Between Barrowby Lane And Manston Lane Thorpe Park Leeds LS15 8ZB,LS15 8ZB,,FU,,,,53.796838,-1.426444,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUKFMJBHCP00,2026-05-01T22:36:19.653060
E60000071_TDUKGBJBHCR00,E60000071,Leeds,Single-storey side and rear extension,,34 Henconner Lane Chapel Allerton Leeds LS7 3NX,LS7 3NX,,,,,,53.827096,-1.540248,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUKGBJBHCR00,2026-05-01T22:36:18.690605
E60000071_TDUF4GJBHBN00,E60000071,Leeds,"Consent, agreement or approval required by condition 4 (Disabled Parking) of Planning Application 25",,Apartment 1 31 Street Lane Roundhay Leeds LS8 1BW,LS8 1BW,,FU,,,,53.842733,-1.505684,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUF4GJBHBN00,2026-05-01T22:36:17.667980
E60000071_TDU3SQJBH8P00,E60000071,Leeds,"Removal of conservatory and chimney to rear and construction of part two storey, part single storey ",,6 Parklands Crescent Bramhope Leeds LS16 9AQ,LS16 9AQ,,,,,,53.883782,-1.619936,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDU3SQJBH8P00,2026-05-01T22:36:16.149769
E60000071_TDUF64JBHBR00,E60000071,Leeds,Listed building application for external and internal (basement level) works associated with the fit,,The Lodge Gledhow Wood Road Gledhow Leeds LS8 4DG,LS8 4DG,,,,,,53.825563,-1.515957,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUF64JBHBR00,2026-05-01T22:36:15.215273
E60000071_TDUF45JBHBL00,E60000071,Leeds,The affected trees are within a woodland group. Please refer to 5. Tree Count Wetstone Plantation Ho,,Westtone Plantation Brownberrie Lane Horsforth Leeds LS18 5HE,LS18 5HE,,,,,,53.850523,-1.645014,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUF45JBHBL00,2026-05-01T22:36:14.154956
E60000071_TDTYYWJBGUJ00,E60000071,Leeds,Construction of two detached bungalows; detached garage block and associated landscaping NON MATERIA,,Woodview Hall Park Road Walton Wetherby LS23 7DQ,LS23 7DQ,,,,,,53.925333,-1.324773,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTYYWJBGUJ00,2026-05-01T22:36:13.197626
E60000071_TDU9T7JBHAA00,E60000071,Leeds,"Consent, agreement or approval of condition 11 (Construction management plan), 29 (Accessible homes)",,Street Record College Drive Horsforth Leeds LS18 4DZ,LS18 4DZ,,FU,,,,53.83412,-1.651094,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDU9T7JBHAA00,2026-05-01T22:36:09.681675
E60000071_TDUKGUJBHCT00,E60000071,Leeds,"Demolition of shed part single storey front, part two storey and single storey side extension; singl",,45 Fieldhead Road Guiseley Leeds LS20 8DT,LS20 8DT,,,,,,53.870524,-1.717432,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUKGUJBHCT00,2026-05-01T22:36:08.668823
E60000071_TDTZDJJBGUW00,E60000071,Leeds,"Consent, agreement or approval required by condition 3 (Window Vinyls) of Planning Application 26/00",,121 - 129 Briggate Leeds LS1 6LX,LS1 6LX,,LI,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZDJJBGUW00,2026-05-01T22:36:07.624883
E60000071_TDUK7DJB2O200,E60000071,Leeds,Application under S106A for the modification or discharge of Planning Obligations pursuant to Sectio,,Land At Capitol Park Topcliffe Lane Morley Leeds,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUK7DJB2O200,2026-05-01T22:36:06.611979
E60000071_TDTZ88JBGUN00,E60000071,Leeds,Demolition of the existing buildings and construction of a new building for residential use (Use Cla,,300 Otley Road Adel Leeds LS16 6RG,LS16 6RG,,,,,,53.839719,-1.593572,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDTZ88JBGUN00,2026-05-01T22:36:06.611221
E60000071_TDW4GOJBHIU00,E60000071,Leeds,"T1 Eucalyptus: Fell, growing fairly close to the property along the southern boundary.",,7 North Grange Road Headingley Leeds LS6 2BR,LS6 2BR,,,,,,53.818849,-1.5678,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDW4GOJBHIU00,2026-05-01T22:36:05.597760
E60000071_TDWF6JJBHLE00,E60000071,Leeds,"Certificate of Existing Lawful Development for erection of a boundary wall, fence and gates around t",,17 Coldcotes Circus Gipton Leeds LS9 6SA,LS9 6SA,,,,,,53.810058,-1.494054,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDWF6JJBHLE00,2026-05-01T22:36:04.662270
E60000071_TDWFB2JBHLP00,E60000071,Leeds,T1 T2 T3 Ash: Remove (see application form for justification).,,1 Bentcliffe Drive Moor Allerton Leeds LS17 6QX,LS17 6QX,,,,,,53.843095,-1.526303,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDWFB2JBHLP00,2026-05-01T22:36:03.660205
E60000071_TDW5RZJB14E00,E60000071,Leeds,T1 Sycamore: Remove.,,35 Cromer Terrace Woodhouse Leeds LS2 9JU,LS2 9JU,,,,,,53.806768,-1.55769,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDW5RZJB14E00,2026-05-01T22:36:02.615076
E60000071_TDWF7YJBHLK00,E60000071,Leeds,"Pitched roof single storey rear extension incorporating four rooflight windows, with alterations to ",,26 Tredgold Crescent Bramhope Leeds LS16 9BR,LS16 9BR,,,,,,53.881918,-1.615815,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDWF7YJBHLK00,2026-05-01T22:36:01.678832
E60000071_TDWF7QJBHLI00,E60000071,Leeds,"Consent, agreement or approval required by condition 28 (Basic Protection of Trees/Hedges/Bushes) of",,Former Allotments Off Bruntcliffe Road Morley Leeds LS27 0QQ,LS27 0QQ,,FU,,,,53.737799,-1.61402,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDWF7QJBHLI00,2026-05-01T22:35:58.304303
E60000071_TDW1FUJB2O200,E60000071,Leeds,"6.0m single storey rear extension, 4.0m to ridge height and 3.00m to eaves",,11 Upland Grove Gipton Leeds LS8 2SX,LS8 2SX,,,,,,53.819951,-1.510766,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDW1FUJB2O200,2026-05-01T22:35:57.344503
E60000071_TDVZTVJB0C000,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,11 Upland Grove Gipton Leeds LS8 2SX,LS8 2SX,,,,,,53.819951,-1.510766,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDVZTVJB0C000,2026-05-01T22:35:57.243585
